"Chr","Start","End","Conc","Conc_alpha","Conc_beta","Fold","p-value","FDR","Called1","Called2"
"chr11",96075714,96075914,4.38,5.25,3.21,2.04,1.87e-06,0.000119,2,3
"chr4",83225677,83225877,2.46,3.62,0.04,3.57,1.88e-06,0.000119,2,1
"chr9",26086623,26086823,2.46,3.62,0.04,3.57,1.88e-06,0.000119,2,1
"chr8",84840582,84840782,3.17,4.2,1.46,2.75,1.88e-06,0.000119,2,3
"chr11",59228151,59228351,3.29,4.31,1.63,2.68,1.88e-06,0.000119,2,2
"chr10",78009555,78009755,4.21,5.1,2.98,2.12,1.88e-06,0.00012,2,3
"chr6",94283743,94283943,4.96,5.78,3.92,1.86,1.89e-06,0.00012,2,3
"chr2",68345839,68346039,2.94,4.01,1.04,2.97,1.9e-06,0.000121,2,0
"chr10",74928686,74928886,3.45,4.44,1.92,2.53,1.9e-06,0.000121,2,2
"chr15",58588961,58589161,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr15",100227874,100228074,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,2
"chr18",79035350,79035550,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr3",35323024,35323224,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,0
"chr3",138066531,138066731,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr5",30711675,30711875,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr6",5113059,5113259,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr7",49145853,49146053,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr7",130720730,130720930,2.46,3.61,0.04,3.57,1.91e-06,0.000121,2,1
"chr2",134644083,134644283,5.94,6.7,5.04,1.66,1.91e-06,0.000121,2,3
"chr7",143685763,143685963,4.2,5.1,2.98,2.12,1.92e-06,0.000121,2,3
"chr15",58076552,58076752,5.44,6.22,4.48,1.75,1.93e-06,0.000121,2,3
"chr2",170131135,170131335,3.82,4.76,2.46,2.3,1.93e-06,0.000122,2,2
"chr19",36554066,36554266,3.45,4.44,1.92,2.52,1.94e-06,0.000122,2,3
"chr4",129238587,129238787,2.45,3.6,0.04,3.56,1.95e-06,0.000122,2,0
"chr6",85431880,85432080,2.45,3.6,0.04,3.56,1.95e-06,0.000122,2,1
"chr8",11173378,11173578,2.45,3.6,0.04,3.56,1.95e-06,0.000122,2,1
"chr9",120492509,120492709,2.45,3.6,0.04,3.56,1.95e-06,0.000122,2,1
"chr9",86777381,86777581,3.54,4.52,2.04,2.47,1.95e-06,0.000122,2,3
"chr16",77499981,77500181,2.45,3.6,0.04,3.56,1.98e-06,0.000124,2,0
"chr11",53431007,53431207,4.92,5.75,3.88,1.87,1.98e-06,0.000124,2,3
"chr10",79780254,79780454,5.46,6.24,4.5,1.74,1.98e-06,0.000124,2,3
"chr12",81484881,81485081,3.54,4.51,2.04,2.47,1.98e-06,0.000124,2,3
"chr13",54688058,54688258,4.46,5.33,3.32,2.02,1.99e-06,0.000124,2,3
"chr3",51701503,51701703,4.84,5.67,3.78,1.89,1.99e-06,0.000125,2,3
"chr14",56886309,56886509,3.82,4.75,2.46,2.3,2e-06,0.000125,2,3
"chr7",72110751,72110951,5.64,6.41,4.71,1.71,2e-06,0.000125,2,3
"chr11",95858745,95858945,3.62,4.59,2.16,2.43,2e-06,0.000125,2,3
"chr11",49243883,49244083,5.88,6.65,4.98,1.67,2.03e-06,0.000127,2,3
"chr8",69903180,69903380,4.25,5.13,3.04,2.09,2.03e-06,0.000127,2,3
"chr13",57049831,57050031,2.82,3.91,0.78,3.13,2.04e-06,0.000128,2,1
"chr1",155973275,155973475,4.65,5.49,3.54,1.95,2.05e-06,0.000128,2,3
"chr7",19118354,19118554,3.27,4.29,1.63,2.66,2.06e-06,0.000129,2,3
"chr15",80233844,80234044,4.11,5.01,2.85,2.16,2.06e-06,0.000129,2,3
"chr18",62548706,62548906,5.27,6.07,4.29,1.78,2.07e-06,0.000129,2,3
"chr12",52604751,52604951,3.61,4.58,2.16,2.42,2.08e-06,0.000129,2,2
"chr7",19399832,19400032,3.44,4.43,1.92,2.51,2.08e-06,0.00013,2,1
"chr19",21713708,21713908,2.81,3.91,0.78,3.13,2.08e-06,0.00013,2,3
"chr14",123760008,123760208,3.3,0.5,3.95,-3.45,2.09e-06,0.00013,1,3
"chr12",70367755,70367955,3.27,4.28,1.63,2.66,2.1e-06,0.00013,2,2
"chr6",53065385,53065585,3.27,4.28,1.63,2.66,2.1e-06,0.00013,2,2
"chrX",53370436,53370636,4,4.91,2.71,2.21,2.1e-06,0.00013,2,3
"chr12",25098798,25098998,5.08,5.89,4.07,1.82,2.1e-06,0.00013,2,3
"chr4",45408820,45409020,4.05,4.96,2.78,2.18,2.1e-06,0.00013,2,3
"chr10",120226942,120227142,3.81,4.75,2.46,2.29,2.1e-06,0.000131,2,3
"chr19",44248206,44248406,4.86,5.69,3.81,1.87,2.1e-06,0.000131,2,3
"chr12",84193878,84194078,4.42,5.29,3.26,2.02,2.11e-06,0.000131,2,3
"chr2",121807054,121807254,4.81,5.64,3.74,1.9,2.13e-06,0.000132,2,3
"chr1",74773182,74773382,3.06,4.11,1.26,2.85,2.13e-06,0.000132,2,2
"chr19",8786180,8786380,4.05,4.96,2.78,2.18,2.14e-06,0.000132,2,2
"chr15",76080792,76080992,3.27,4.28,1.63,2.65,2.14e-06,0.000132,2,2
"chr15",68972400,68972600,5.43,6.22,4.48,1.74,2.14e-06,0.000132,2,3
"chr5",147077326,147077526,3.69,4.64,2.26,2.38,2.15e-06,0.000133,2,2
"chr5",91293280,91293480,3.3,0.55,3.95,-3.4,2.15e-06,0.000133,0,3
"chr3",129480449,129480649,2.8,3.9,0.78,3.12,2.16e-06,0.000133,2,2
"chr5",29569043,29569243,5.33,6.13,4.36,1.76,2.17e-06,0.000134,2,3
"chr9",108507852,108508052,3.87,4.8,2.54,2.25,2.18e-06,0.000134,2,2
"chr2",30658507,30658707,3.26,4.28,1.63,2.65,2.18e-06,0.000134,2,1
"chr11",85234922,85235122,3.61,4.57,2.16,2.41,2.19e-06,0.000135,2,3
"chr2",128537529,128537729,3.61,4.57,2.16,2.41,2.19e-06,0.000135,2,3
"chr15",88360628,88360828,2.8,3.89,0.78,3.11,2.2e-06,0.000135,2,2
"chr7",51177285,51177485,2.8,3.89,0.78,3.11,2.2e-06,0.000135,2,2
"chr6",112788754,112788954,2.8,3.89,0.78,3.11,2.2e-06,0.000135,2,2
"chr9",57836847,57837047,3.99,4.9,2.71,2.2,2.21e-06,0.000136,2,3
"chr9",108049050,108049250,4.41,5.28,3.26,2.02,2.21e-06,0.000136,2,3
"chr10",34182998,34183198,3.87,4.8,2.54,2.25,2.21e-06,0.000136,2,2
"chr8",40871473,40871673,3.06,4.1,1.26,2.84,2.22e-06,0.000136,2,3
"chr18",73166103,73166303,3.06,4.1,1.26,2.84,2.22e-06,0.000136,2,1
"chr5",31054693,31054893,3.46,4.45,1.92,2.53,2.23e-06,0.000137,2,3
"chr10",76345274,76345474,3.93,4.85,2.63,2.22,2.23e-06,0.000137,2,3
"chr1",110483567,110483767,3.47,0.9,4.1,-3.2,2.24e-06,0.000137,1,3
"chr8",86208932,86209132,2.8,3.89,0.78,3.11,2.24e-06,0.000137,2,1
"chr19",33589678,33589878,2.8,3.89,0.78,3.11,2.24e-06,0.000137,2,3
"chr1",43444138,43444338,3.36,4.36,1.78,2.58,2.25e-06,0.000138,2,1
"chr11",95413995,95414195,3.36,4.36,1.78,2.58,2.25e-06,0.000138,2,3
"chr16",5535509,5535709,3.26,4.27,1.63,2.64,2.26e-06,0.000138,2,3
"chr13",55622974,55623174,2.79,3.88,0.78,3.1,2.28e-06,0.000139,2,2
"chr18",77774059,77774259,2.79,3.88,0.78,3.1,2.28e-06,0.000139,2,3
"chr4",154297918,154298118,2.79,3.88,0.78,3.1,2.28e-06,0.000139,2,1
"chr5",135394250,135394450,2.79,3.88,0.78,3.1,2.28e-06,0.000139,2,2
"chr6",8877516,8877716,2.79,3.88,0.78,3.1,2.28e-06,0.000139,2,1
"chr1",165236925,165237125,5.35,6.14,4.39,1.75,2.29e-06,0.00014,2,3
"chr15",64312626,64312826,5.59,6.37,4.67,1.7,2.3e-06,0.00014,2,3
"chr12",111677976,111678176,3.05,4.1,1.26,2.83,2.3e-06,0.00014,2,1
"chr6",17171448,17171648,3.05,4.1,1.26,2.83,2.3e-06,0.00014,2,2
"chr7",28311995,28312195,3.93,4.85,2.63,2.22,2.31e-06,0.000141,2,3
"chr18",77047225,77047425,4.38,5.25,3.21,2.04,2.32e-06,0.000141,2,3
"chr5",72649062,72649262,4.04,4.95,2.78,2.17,2.32e-06,0.000141,2,2
"chr8",23669529,23669729,3.75,4.69,2.36,2.33,2.32e-06,0.000141,2,3
"chr12",100895697,100895897,2.79,3.88,0.78,3.1,2.33e-06,0.000141,2,2
"chr14",55635588,55635788,2.79,3.88,0.78,3.1,2.33e-06,0.000141,2,2
"chr16",76406407,76406607,2.79,3.88,0.78,3.1,2.33e-06,0.000141,2,0
"chr1",165634465,165634665,5.85,6.61,4.95,1.66,2.33e-06,0.000142,2,3
"chr13",41423846,41424046,3.05,4.09,1.26,2.83,2.34e-06,0.000142,2,3
"chr19",43940095,43940295,3.05,4.09,1.26,2.83,2.34e-06,0.000142,2,2
"chr5",98329321,98329521,4.19,5.09,2.98,2.1,2.35e-06,0.000142,2,3
"chr4",37283132,37283332,3.07,-0.06,3.74,-3.8,2.36e-06,0.000143,0,3
"chr1",108863983,108864183,3.07,-0.06,3.74,-3.8,2.36e-06,0.000143,0,3
"chr5",14337784,14337984,3.07,-0.06,3.74,-3.8,2.36e-06,0.000143,1,3
"chr6",84489852,84490052,3.07,-0.06,3.74,-3.8,2.36e-06,0.000143,0,3
"chr17",70746833,70747033,4.29,5.17,3.1,2.07,2.36e-06,0.000143,2,3
"chr2",125206088,125206288,2.78,3.87,0.78,3.09,2.37e-06,0.000143,2,1
"chr4",137277232,137277432,3.35,4.35,1.78,2.57,2.37e-06,0.000143,2,3
"chr7",118995133,118995333,3.35,4.35,1.78,2.57,2.37e-06,0.000143,2,3
"chr8",45063379,45063579,4.94,5.76,3.92,1.84,2.38e-06,0.000144,2,3
"chr9",107541899,107542099,3.04,4.09,1.26,2.82,2.39e-06,0.000144,2,3
"chr19",46962307,46962507,3.04,4.09,1.26,2.82,2.39e-06,0.000144,2,2
"chr2",68421109,68421309,3.04,4.09,1.26,2.82,2.39e-06,0.000144,2,1
"chr4",123342728,123342928,3.04,4.09,1.26,2.82,2.39e-06,0.000144,2,2
"chr4",86857287,86857487,5.12,5.93,4.13,1.8,2.39e-06,0.000144,2,3
"chr6",87913954,87914154,3.67,4.62,2.26,2.36,2.39e-06,0.000144,2,3
"chr2",130274266,130274466,4.09,4.99,2.85,2.14,2.39e-06,0.000144,2,3
"chr17",30576305,30576505,3.59,4.55,2.16,2.4,2.39e-06,0.000144,2,3
"chr2",132247667,132247867,3.59,4.55,2.16,2.4,2.39e-06,0.000144,2,3
"chr5",145231695,145231895,4.33,5.21,3.16,2.05,2.4e-06,0.000144,2,3
"chr8",54600681,54600881,3.45,4.44,1.92,2.52,2.4e-06,0.000144,2,3
"chr9",9238842,9239042,3.81,4.75,2.46,2.29,2.4e-06,0.000144,2,2
"chr14",60485557,60485757,2.78,3.87,0.78,3.09,2.41e-06,0.000145,2,2
"chr7",37220010,37220210,2.78,3.87,0.78,3.09,2.41e-06,0.000145,2,2
"chr1",63567187,63567387,3.35,4.35,1.78,2.57,2.42e-06,0.000145,2,2
"chr17",45433633,45433833,4.57,5.42,3.46,1.96,2.42e-06,0.000145,2,3
"chr3",96697055,96697255,4.19,5.08,2.98,2.1,2.42e-06,0.000145,2,3
"chr7",35555455,35555655,4.19,5.08,2.98,2.1,2.42e-06,0.000145,2,3
"chr5",100567320,100567520,3.04,4.08,1.26,2.82,2.43e-06,0.000145,2,2
"chr9",44343923,44344123,3.67,4.62,2.26,2.36,2.43e-06,0.000145,2,3
"chr15",102470340,102470540,4.28,5.16,3.1,2.06,2.44e-06,0.000146,2,3
"chr10",118141607,118141807,5.5,6.28,4.57,1.71,2.44e-06,0.000146,2,3
"chr9",102690073,102690273,2.77,3.86,0.78,3.08,2.46e-06,0.000147,2,1
"chr16",44139354,44139554,3.35,4.35,1.78,2.57,2.46e-06,0.000147,2,3
"chr4",43656560,43656760,4.73,5.57,3.67,1.9,2.46e-06,0.000147,2,3
"chr19",44284183,44284383,4.09,4.99,2.85,2.14,2.47e-06,0.000147,2,3
"chr2",9918822,9919022,3.04,4.08,1.26,2.81,2.48e-06,0.000147,2,3
"chr7",127912624,127912824,3.04,4.08,1.26,2.81,2.48e-06,0.000147,2,2
"chr2",65364005,65364205,3.04,4.08,1.26,2.81,2.48e-06,0.000147,2,2
"chr10",114874804,114875004,3.17,4.19,1.46,2.74,2.48e-06,0.000147,2,3
"chr10",80137484,80137684,2.64,3.76,0.46,3.3,2.48e-06,0.000148,2,0
"chr1",171503378,171503578,3.74,4.68,2.36,2.32,2.49e-06,0.000148,2,3
"chr1",66495431,66495631,4.37,5.24,3.21,2.03,2.5e-06,0.000149,2,3
"chr2",74825736,74825936,3.87,4.8,2.54,2.25,2.51e-06,0.000149,2,3
"chr2",18065268,18065468,4.33,5.2,3.16,2.04,2.51e-06,0.000149,2,3
"chr10",7956278,7956478,5.15,5.95,4.16,1.79,2.52e-06,0.00015,2,3
"chr14",60086793,60086993,3.53,4.5,2.04,2.46,2.52e-06,0.00015,2,3
"chr3",54755456,54755656,3.03,4.07,1.26,2.81,2.52e-06,0.00015,2,2
"chr7",44405669,44405869,3.81,4.74,2.46,2.28,2.53e-06,0.00015,2,3
"chr6",4749168,4749368,4.41,5.28,3.26,2.01,2.53e-06,0.00015,2,3
"chr10",96646465,96646665,5.48,6.26,4.54,1.72,2.53e-06,0.00015,2,3
"chr7",118712439,118712639,4.76,5.59,3.71,1.89,2.54e-06,0.00015,2,3
"chr1",91298165,91298365,4.82,5.65,3.78,1.87,2.54e-06,0.000151,2,3
"chr9",75626047,75626247,3.87,4.8,2.54,2.25,2.55e-06,0.000151,2,3
"chr11",60115273,60115473,3.8,4.74,2.46,2.28,2.57e-06,0.000152,2,3
"chr3",136744638,136744838,2.63,3.75,0.46,3.29,2.58e-06,0.000152,2,2
"chr7",16400470,16400670,2.63,3.75,0.46,3.29,2.58e-06,0.000152,2,0
"chr8",84414426,84414626,2.63,3.75,0.46,3.29,2.58e-06,0.000152,2,3
"chr4",129189627,129189827,3.44,4.42,1.92,2.51,2.58e-06,0.000152,2,3
"chr13",102906493,102906693,4.45,5.31,3.32,1.99,2.59e-06,0.000153,2,3
"chr9",74909275,74909475,3.87,4.79,2.54,2.25,2.59e-06,0.000153,2,3
"chr3",27905069,27905269,3.93,4.85,2.63,2.22,2.6e-06,0.000153,2,3
"chr10",20077313,20077513,3.16,4.18,1.46,2.73,2.62e-06,0.000154,2,3
"chr18",4634850,4635050,3.16,4.18,1.46,2.73,2.62e-06,0.000154,2,2
"chr18",5591906,5592106,3.16,4.18,1.46,2.73,2.62e-06,0.000154,2,3
"chr5",139484437,139484637,2.63,3.75,0.46,3.29,2.63e-06,0.000154,2,3
"chr7",121981603,121981803,2.63,3.75,0.46,3.29,2.63e-06,0.000154,2,2
"chr9",84049244,84049444,2.63,3.75,0.46,3.29,2.63e-06,0.000154,2,1
"chr17",85037970,85038170,3.44,4.42,1.92,2.5,2.63e-06,0.000154,2,2
"chr19",15837210,15837410,3.87,4.79,2.54,2.25,2.64e-06,0.000155,2,3
"chr5",29735757,29735957,3.87,4.79,2.54,2.25,2.64e-06,0.000155,2,3
"chr9",27454291,27454491,4.94,5.76,3.92,1.84,2.65e-06,0.000155,2,3
"chr2",3659481,3659681,3.66,4.61,2.26,2.34,2.65e-06,0.000156,2,3
"chr6",38534814,38535014,3.8,4.73,2.46,2.27,2.66e-06,0.000156,2,2
"chr15",76069537,76069737,3.02,4.06,1.26,2.8,2.66e-06,0.000156,2,2
"chr13",18465857,18466057,3.15,4.18,1.46,2.72,2.66e-06,0.000156,2,3
"chr15",12118582,12118782,3.15,4.18,1.46,2.72,2.66e-06,0.000156,2,1
"chr3",130682747,130682947,2.63,3.74,0.46,3.28,2.67e-06,0.000156,2,2
"chr3",134415604,134415804,2.63,3.74,0.46,3.28,2.67e-06,0.000156,2,2
"chr17",43952821,43953021,2.63,3.74,0.46,3.28,2.67e-06,0.000156,2,3
"chr15",78947742,78947942,3.15,4.17,1.46,2.72,2.71e-06,0.000159,2,2
"chr1",180568850,180569050,3.15,4.17,1.46,2.72,2.71e-06,0.000159,2,2
"chr2",134826129,134826329,2.62,3.74,0.46,3.28,2.72e-06,0.000159,2,1
"chrX",139652383,139652583,2.62,3.74,0.46,3.28,2.72e-06,0.000159,2,1
"chr2",178023127,178023327,3.26,4.28,1.63,2.65,2.73e-06,0.000159,2,3
"chr8",92356002,92356202,4.48,5.34,3.36,1.97,2.73e-06,0.000159,2,3
"chr14",57798063,57798263,3.98,4.89,2.71,2.19,2.73e-06,0.000159,2,3
"chr1",161876753,161876953,6.39,7.12,5.54,1.58,2.74e-06,0.00016,2,3
"chr14",19751129,19751329,3.8,4.73,2.46,2.27,2.75e-06,0.000161,2,2
"chr1",72711219,72711419,3.43,4.41,1.92,2.49,2.77e-06,0.000161,2,3
"chr10",127059433,127059633,2.62,3.73,0.46,3.27,2.77e-06,0.000161,2,0
"chr14",60186816,60187016,2.62,3.73,0.46,3.27,2.77e-06,0.000161,2,1
"chr2",156312352,156312552,2.62,3.73,0.46,3.27,2.77e-06,0.000161,2,3
"chr11",94160480,94160680,3.92,4.84,2.63,2.21,2.78e-06,0.000162,2,3
"chr18",37969711,37969911,3.6,4.56,2.16,2.4,2.8e-06,0.000163,2,3
"chr16",22389208,22389408,4.98,5.79,3.98,1.81,2.8e-06,0.000163,2,3
"chr5",20499197,20499397,3.27,0.5,3.92,-3.42,2.81e-06,0.000163,1,3
"chr12",94831408,94831608,3.27,0.5,3.92,-3.42,2.81e-06,0.000163,1,3
"chr8",95610903,95611103,2.92,3.98,1.04,2.94,2.81e-06,0.000163,2,2
"chr18",61536465,61536665,4.63,5.47,3.54,1.92,2.81e-06,0.000163,2,3
"chr13",72397162,72397362,2.45,3.6,0.04,3.56,2.82e-06,0.000163,2,1
"chr9",28403336,28403536,2.45,3.6,0.04,3.56,2.82e-06,0.000163,2,2
"chr9",102497253,102497453,2.45,3.6,0.04,3.56,2.82e-06,0.000163,2,0
"chr2",121955874,121956074,4.69,5.53,3.63,1.9,2.82e-06,0.000163,2,3
"chr5",91517541,91517741,5.46,6.24,4.52,1.71,2.82e-06,0.000163,2,3
"chr4",32916033,32916233,3.98,4.89,2.71,2.18,2.82e-06,0.000163,2,3
"chr18",88551108,88551308,4.09,4.99,2.85,2.14,2.82e-06,0.000163,2,3
"chr2",146307134,146307334,3.86,4.78,2.54,2.24,2.82e-06,0.000163,2,3
"chr10",77864455,77864655,2.61,3.72,0.46,3.27,2.83e-06,0.000163,2,2
"chr14",86299519,86299719,2.61,3.72,0.46,3.27,2.83e-06,0.000163,2,2
"chr15",76710464,76710664,2.61,3.72,0.46,3.27,2.83e-06,0.000163,2,2
"chr7",128611452,128611652,2.61,3.72,0.46,3.27,2.83e-06,0.000163,2,0
"chr7",133607981,133608181,2.61,3.72,0.46,3.27,2.83e-06,0.000163,2,1
"chr19",41981277,41981477,5.5,6.27,4.57,1.71,2.84e-06,0.000164,2,3
"chr1",74332403,74332603,4.27,5.14,3.1,2.04,2.85e-06,0.000164,2,2
"chr15",8099108,8099308,3.79,4.72,2.46,2.26,2.85e-06,0.000164,2,3
"chr15",62079463,62079663,3.51,4.48,2.04,2.44,2.86e-06,0.000164,2,1
"chr4",120282846,120283046,2.91,3.98,1.04,2.93,2.86e-06,0.000165,2,0
"chr6",120666393,120666593,2.91,3.98,1.04,2.93,2.86e-06,0.000165,2,3
"chr7",45053179,45053379,2.91,3.98,1.04,2.93,2.86e-06,0.000165,2,1
"chr17",41884842,41885042,4.25,2.4,4.81,-2.41,2.87e-06,0.000165,2,3
"chr5",150625616,150625816,3.42,4.4,1.92,2.48,2.87e-06,0.000165,2,2
"chr15",79932574,79932774,2.61,3.72,0.46,3.26,2.88e-06,0.000165,2,2
"chr19",6942372,6942572,2.61,3.72,0.46,3.26,2.88e-06,0.000165,2,1
"chr3",109885569,109885769,2.61,3.72,0.46,3.26,2.88e-06,0.000165,2,2
"chr17",71526892,71527092,5.36,6.14,4.41,1.73,2.88e-06,0.000165,2,3
"chr7",94332152,94332352,3.27,0.55,3.92,-3.37,2.89e-06,0.000166,1,3
"chr12",100735311,100735511,3.27,0.55,3.92,-3.37,2.89e-06,0.000166,0,3
"chr1",170868584,170868784,3.51,4.48,2.04,2.44,2.91e-06,0.000167,2,2
"chr2",119288567,119288767,3.14,4.16,1.46,2.7,2.92e-06,0.000167,2,2
"chr4",129461418,129461618,4.55,5.4,3.46,1.94,2.92e-06,0.000167,2,3
"chr2",174086350,174086550,2.44,3.59,0.04,3.55,2.92e-06,0.000167,2,1
"chr5",137510295,137510495,2.44,3.59,0.04,3.55,2.92e-06,0.000167,2,2
"chr9",15627856,15628056,4.13,5.03,2.92,2.11,2.93e-06,0.000167,2,3
"chrX",164120883,164121083,3.92,4.83,2.63,2.2,2.93e-06,0.000167,2,2
"chr3",19002278,19002478,3.25,4.26,1.63,2.63,2.93e-06,0.000168,2,3
"chr3",136671418,136671618,4.03,4.93,2.78,2.15,2.95e-06,0.000168,2,0
"chr10",43173214,43173414,2.9,3.97,1.04,2.92,2.97e-06,0.000169,2,1
"chr12",109442021,109442221,3.85,4.77,2.54,2.23,2.97e-06,0.000169,2,3
"chr15",77956606,77956806,3.67,4.62,2.26,2.35,2.97e-06,0.000169,2,2
"chr1",51922935,51923135,2.44,3.59,0.04,3.54,2.97e-06,0.000169,2,0
"chr12",110485948,110486148,2.44,3.59,0.04,3.54,2.97e-06,0.000169,2,2
"chr14",20258581,20258781,2.44,3.59,0.04,3.54,2.97e-06,0.000169,2,0
"chr2",144855315,144855515,2.44,3.59,0.04,3.54,2.97e-06,0.000169,2,0
"chr8",14080911,14081111,2.44,3.59,0.04,3.54,2.97e-06,0.000169,2,1
"chr6",120357362,120357562,3.91,4.83,2.63,2.2,2.98e-06,0.000169,2,3
"chr9",110781419,110781619,3.91,4.83,2.63,2.2,2.98e-06,0.000169,2,3
"chr13",48017737,48017937,4.39,5.25,3.26,1.99,2.99e-06,0.00017,2,3
"chr11",94044026,94044226,3.25,4.26,1.63,2.63,2.99e-06,0.00017,2,3
"chr8",72135157,72135357,4.87,5.69,3.85,1.84,2.99e-06,0.00017,2,3
"chr1",72225919,72226119,3.59,4.55,2.16,2.39,3.01e-06,0.000171,2,3
"chr15",10463660,10463860,3.5,4.47,2.04,2.43,3.01e-06,0.000171,2,2
"chr15",71770277,71770477,3.5,4.47,2.04,2.43,3.01e-06,0.000171,2,3
"chr8",32884614,32884814,3.5,4.47,2.04,2.43,3.01e-06,0.000171,2,2
"chr4",124850558,124850758,4.08,4.98,2.85,2.13,3.01e-06,0.000171,2,3
"chr4",101507911,101508111,2.9,3.96,1.04,2.92,3.02e-06,0.000171,2,1
"chr9",78521140,78521340,2.9,3.96,1.04,2.92,3.02e-06,0.000171,2,3
"chr1",161974380,161974580,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,1
"chr10",44124538,44124738,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,1
"chr15",80173393,80173593,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,0
"chr15",99224509,99224709,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,0
"chr17",67602977,67603177,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,1
"chr4",11900095,11900295,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,0
"chr6",73390678,73390878,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,1
"chr7",25379916,25380116,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,0
"chr8",76540669,76540869,2.43,3.58,0.04,3.54,3.03e-06,0.000171,2,1
"chr9",100570024,100570224,2.59,3.7,0.46,3.24,3.04e-06,0.000171,2,1
"chr8",126593926,126594126,3.35,4.35,1.78,2.57,3.04e-06,0.000171,2,1
"chr7",119720607,119720807,3.24,4.25,1.63,2.63,3.04e-06,0.000171,2,3
"chr15",89196478,89196678,4.03,4.93,2.78,2.15,3.05e-06,0.000172,2,3
"chr5",33018723,33018923,4.27,5.15,3.1,2.05,3.05e-06,0.000172,2,3
"chr19",53528919,53529119,3.73,4.67,2.36,2.31,3.07e-06,0.000172,2,3
"chr19",59943419,59943619,4.18,5.06,2.98,2.08,3.07e-06,0.000172,2,3
"chr2",130840102,130840302,3.66,4.61,2.26,2.34,3.08e-06,0.000172,2,3
"chr15",98831358,98831558,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,3
"chr9",57131033,57131233,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,2
"chr1",171345639,171345839,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,1
"chr12",71748809,71749009,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,3
"chr16",94371251,94371451,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,2
"chr6",125164963,125165163,2.9,3.96,1.04,2.92,3.08e-06,0.000172,2,0
"chr11",107341363,107341563,3.13,4.15,1.46,2.69,3.08e-06,0.000172,2,3
"chr10",80939740,80939940,2.43,3.57,0.04,3.53,3.08e-06,0.000172,2,0
"chr11",78176357,78176557,2.43,3.57,0.04,3.53,3.08e-06,0.000172,2,1
"chr14",62555626,62555826,2.43,3.57,0.04,3.53,3.08e-06,0.000172,2,2
"chr4",105245740,105245940,2.43,3.57,0.04,3.53,3.08e-06,0.000172,2,0
"chr6",91650374,91650574,2.43,3.57,0.04,3.53,3.08e-06,0.000172,2,2
"chr14",63543710,63543910,3.24,4.25,1.63,2.62,3.1e-06,0.000173,2,3
"chr8",105474279,105474479,3.5,4.47,2.04,2.42,3.12e-06,0.000174,2,2
"chrX",136993005,136993205,3.66,4.61,2.26,2.34,3.13e-06,0.000174,2,3
"chr1",40362671,40362871,2.89,3.95,1.04,2.91,3.14e-06,0.000174,2,2
"chr5",29434603,29434803,2.89,3.95,1.04,2.91,3.14e-06,0.000174,2,2
"chr14",32492646,32492846,2.89,3.95,1.04,2.91,3.14e-06,0.000174,2,3
"chr1",127270370,127270570,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,0
"chr1",152556391,152556591,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,2
"chr1",160878554,160878754,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,0
"chr1",165104752,165104952,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,0
"chr10",9640197,9640397,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,1
"chr10",80930517,80930717,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,0
"chr11",69395868,69396068,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,2
"chr2",133554289,133554489,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,1
"chr5",53002726,53002926,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,1
"chr9",103670646,103670846,2.42,3.57,0.04,3.52,3.14e-06,0.000174,2,1
"chr2",119112661,119112861,3.24,4.25,1.63,2.62,3.16e-06,0.000175,2,3
"chr2",22721924,22722124,3.24,4.25,1.63,2.62,3.16e-06,0.000175,2,2
"chr3",68543127,68543327,3.24,4.25,1.63,2.62,3.16e-06,0.000175,2,3
